#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LILRB3	CD79A	4433941	4433192	9606.ENSP00000245620	9606.ENSP00000221972	0	0	0	0	0.112	0	0	0.385	0.430
EMR1	STAT3	4438706	4435468	9606.ENSP00000311545	9606.ENSP00000264657	0	0	0	0	0	0	0	0.430	0.430
CD86	CX3CL1	4440320	4432567	9606.ENSP00000332049	9606.ENSP00000006053	0	0	0	0	0.062	0	0	0.417	0.430
P2RY8	CDKN2B	4445525	4436247	9606.ENSP00000370697	9606.ENSP00000276925	0	0	0	0	0	0	0	0.430	0.430
TNFRSF1B	SELP	4444700	4435297	9606.ENSP00000365435	9606.ENSP00000263686	0	0	0	0	0.111	0	0	0.386	0.430
CD44	TIMP3	4448037	4435687	9606.ENSP00000398632	9606.ENSP00000266085	0	0	0	0	0.051	0	0	0.423	0.429
HTRA1	C3	4443236	4433951	9606.ENSP00000357980	9606.ENSP00000245907	0	0	0	0	0.089	0	0	0.399	0.429
CXCL9	NOS2	4442567	4439909	9606.ENSP00000354901	9606.ENSP00000327251	0	0	0	0	0.061	0	0	0.417	0.429
CHI3L1	DAO	4434432	4433414	9606.ENSP00000255409	9606.ENSP00000228476	0	0	0	0	0.085	0	0	0.401	0.429
FAM26F	SLAMF7	4443132	4443017	9606.ENSP00000357594	9606.ENSP00000357022	0	0	0	0	0.161	0	0	0.347	0.429
CXCL3	VCAM1	4437221	4437090	9606.ENSP00000296026	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.417	0.429
CXCL8	PDGFRB	4438229	4434952	9606.ENSP00000306512	9606.ENSP00000261799	0	0	0	0	0	0	0	0.429	0.429
MNDA	LAPTM5	4443045	4437079	9606.ENSP00000357123	9606.ENSP00000294507	0	0	0	0	0.429	0	0	0	0.429
BCL2A1	TNFSF8	4435793	4433290	9606.ENSP00000267953	9606.ENSP00000223795	0	0	0	0	0.246	0	0	0.274	0.429
FGR	LILRB1	4444303	4439032	9606.ENSP00000363117	9606.ENSP00000315997	0	0	0	0	0.244	0.050	0	0.269	0.429
CLU	CFP	4438974	4434012	9606.ENSP00000315130	9606.ENSP00000247153	0	0	0	0	0.055	0	0	0.421	0.429
IL2RA	EMR1	4445295	4438706	9606.ENSP00000369293	9606.ENSP00000311545	0	0	0	0	0	0	0	0.429	0.429
VEGFC	PLAU	4451445	4444017	9606.ENSP00000480043	9606.ENSP00000361850	0	0	0	0	0.126	0	0	0.374	0.429
SCD	LEF1	4443512	4435569	9606.ENSP00000359380	9606.ENSP00000265165	0	0	0	0	0	0	0	0.429	0.429
CFI	STAT3	4446295	4435468	9606.ENSP00000378130	9606.ENSP00000264657	0	0	0	0	0	0	0	0.429	0.429
VAV1	IDO1	4451047	4449569	9606.ENSP00000472929	9606.ENSP00000430950	0	0	0	0	0	0	0	0.429	0.429
FBN1	PCOLCE	4439770	4433264	9606.ENSP00000325527	9606.ENSP00000223061	0	0	0	0	0.233	0	0	0.286	0.429
BTK	STAT1	4451790	4442456	9606.ENSP00000483570	9606.ENSP00000354394	0	0	0	0	0.061	0.124	0	0.361	0.429
SOCS3	PPARG	4440175	4436745	9606.ENSP00000330341	9606.ENSP00000287820	0	0	0	0	0	0	0	0.429	0.429
ABCB1	PITX2	4451279	4438026	9606.ENSP00000478255	9606.ENSP00000304169	0	0	0	0	0	0	0	0.429	0.429
CXCL10	IGFBP7	4438146	4437173	9606.ENSP00000305651	9606.ENSP00000295666	0	0	0	0	0	0.379	0	0.119	0.429
LEF1	CDH3	4435569	4435356	9606.ENSP00000265165	9606.ENSP00000264012	0	0	0	0	0.049	0.081	0	0.399	0.429
S100A8	S100A11	4443164	4435987	9606.ENSP00000357722	9606.ENSP00000271638	0	0	0	0	0	0	0	0.429	0.429
STAT1	SELL	4442456	4433660	9606.ENSP00000354394	9606.ENSP00000236147	0	0	0	0	0.061	0	0	0.417	0.429
FCGR3B	CSF3R	4449681	4444109	9606.ENSP00000433642	9606.ENSP00000362195	0	0	0	0	0.343	0	0	0.167	0.429
SIRPA	THBS1	4446972	4434771	9606.ENSP00000382941	9606.ENSP00000260356	0	0	0	0	0	0	0	0.429	0.429
GUCA2B	PRKG2	4443971	4435428	9606.ENSP00000361662	9606.ENSP00000264399	0	0	0	0	0	0	0	0.429	0.429
CD44	BMP7	4448037	4446466	9606.ENSP00000398632	9606.ENSP00000379204	0	0	0	0	0	0	0	0.429	0.429
ANK3	CNTN3	4436396	4435291	9606.ENSP00000280772	9606.ENSP00000263665	0	0	0	0	0.105	0.297	0	0.166	0.429
PTGS2	CXCR2	4442894	4439296	9606.ENSP00000356438	9606.ENSP00000319635	0	0	0	0	0	0.056	0	0.420	0.429
MMP9	GPR29	4443919	4441381	9606.ENSP00000361405	9606.ENSP00000343952	0	0	0	0	0	0.064	0	0.415	0.429
PECAM1	CD274	4450567	4445568	9606.ENSP00000457421	9606.ENSP00000370989	0	0	0	0	0.050	0	0	0.424	0.429
ITGAL	GPR29	4441903	4441381	9606.ENSP00000349252	9606.ENSP00000343952	0	0	0	0	0.064	0	0	0.415	0.429
TNFSF13B	ICAM1	4444645	4435501	9606.ENSP00000365048	9606.ENSP00000264832	0	0	0	0	0	0	0	0.429	0.429
CD44	CR1	4448037	4442796	9606.ENSP00000398632	9606.ENSP00000356016	0	0	0	0	0	0.064	0	0.415	0.429
SLC6A14	STEAP4	4450971	4445321	9606.ENSP00000470801	9606.ENSP00000369419	0	0	0	0	0.065	0	0	0.413	0.428
CSF2RB	KDR	4447068	4435337	9606.ENSP00000384053	9606.ENSP00000263923	0	0	0	0	0.063	0.393	0	0.074	0.428
CASP1	SELL	4449658	4433660	9606.ENSP00000433138	9606.ENSP00000236147	0	0	0	0	0.205	0	0	0.310	0.428
CXCL1	PLAU	4446449	4444017	9606.ENSP00000379110	9606.ENSP00000361850	0	0	0	0	0.153	0	0	0.352	0.428
PTPRC	CD300A	4448605	4442338	9606.ENSP00000411355	9606.ENSP00000353259	0	0	0	0	0.348	0.057	0	0.145	0.428
CD83	CD2	4445165	4443326	9606.ENSP00000368450	9606.ENSP00000358490	0	0	0	0	0.061	0	0	0.416	0.428
PDPN	PDGFRB	4437078	4434952	9606.ENSP00000294489	9606.ENSP00000261799	0	0	0	0	0.061	0	0	0.416	0.428
PPARG	TIMP1	4436745	4433052	9606.ENSP00000287820	9606.ENSP00000218388	0	0	0	0	0	0	0	0.428	0.428
TGM2	PCOLCE	4442654	4433264	9606.ENSP00000355330	9606.ENSP00000223061	0	0	0	0	0.080	0.358	0	0.109	0.428
PF4	IL1B	4437224	4435241	9606.ENSP00000296029	9606.ENSP00000263341	0	0	0	0	0.108	0	0	0.385	0.428
XRCC6BP1	FREM2	4437642	4436379	9606.ENSP00000300145	9606.ENSP00000280481	0	0	0	0	0.078	0	0	0.406	0.428
STAT1	NOD2	4442456	4437679	9606.ENSP00000354394	9606.ENSP00000300589	0	0	0	0	0.054	0	0	0.421	0.428
ABCB11	G6PC	4435322	4434327	9606.ENSP00000263817	9606.ENSP00000253801	0	0	0	0	0.088	0	0	0.399	0.428
MYH10	ETNK1	4442375	4435704	9606.ENSP00000353590	9606.ENSP00000266517	0	0	0	0	0.062	0	0	0.416	0.428
MUC1	PTPRC	4451890	4448605	9606.ENSP00000484824	9606.ENSP00000411355	0	0	0	0	0	0	0	0.428	0.428
FSTL1	PRRX1	4437169	4433747	9606.ENSP00000295633	9606.ENSP00000239461	0	0	0	0	0.229	0	0	0.288	0.428
VWF	CD93	4434871	4433960	9606.ENSP00000261405	9606.ENSP00000246006	0	0	0	0	0.334	0	0	0.175	0.428
TNFRSF1B	NOD2	4444700	4437679	9606.ENSP00000365435	9606.ENSP00000300589	0	0	0	0	0.152	0	0	0.354	0.428
PPARGC1B	G6PC	4438804	4434327	9606.ENSP00000312649	9606.ENSP00000253801	0	0	0	0	0	0	0	0.428	0.428
JAK3	VIL1	4447709	4434057	9606.ENSP00000391676	9606.ENSP00000248444	0	0	0	0	0	0.379	0	0.117	0.428
CD86	CD79A	4440320	4433192	9606.ENSP00000332049	9606.ENSP00000221972	0	0	0	0	0.221	0	0	0.297	0.428
CCL20	LAMP3	4442174	4435622	9606.ENSP00000351671	9606.ENSP00000265598	0	0	0	0	0.070	0	0	0.411	0.428
ITGAX	FCGR3B	4450468	4449681	9606.ENSP00000454623	9606.ENSP00000433642	0	0	0	0	0.231	0	0	0.287	0.428
IFNAR2	CD86	4441382	4440320	9606.ENSP00000343957	9606.ENSP00000332049	0	0	0	0	0.090	0	0	0.397	0.428
OVOL1	GRHL1	4440828	4439707	9606.ENSP00000337862	9606.ENSP00000324693	0	0	0	0	0.071	0	0	0.409	0.428
SLC30A10	CPEB4	4442763	4435555	9606.ENSP00000355893	9606.ENSP00000265085	0	0	0	0	0	0	0	0.428	0.428
SOD2	CXCL1	4450194	4446449	9606.ENSP00000446252	9606.ENSP00000379110	0	0	0	0	0.191	0	0	0.322	0.428
THBS1	PLEK	4434771	4433624	9606.ENSP00000260356	9606.ENSP00000234313	0	0	0	0	0	0.328	0	0.185	0.428
CD86	CREM	4440320	4435595	9606.ENSP00000332049	9606.ENSP00000265372	0	0	0	0	0	0.379	0	0.118	0.428
LAPTM5	BCL2A1	4437079	4435793	9606.ENSP00000294507	9606.ENSP00000267953	0	0	0	0	0.418	0	0	0.058	0.428
RBKS	PANK1	4438257	4437824	9606.ENSP00000306817	9606.ENSP00000302108	0	0	0	0	0	0	0	0.427	0.427
HLA-DRA	CXCL9	4446403	4442567	9606.ENSP00000378786	9606.ENSP00000354901	0	0	0	0	0.207	0	0	0.307	0.427
PTGS2	CD86	4442894	4440320	9606.ENSP00000356438	9606.ENSP00000332049	0	0	0	0	0.076	0	0	0.405	0.427
PRDM1	CXCL13	4443256	4436695	9606.ENSP00000358092	9606.ENSP00000286758	0	0	0	0	0.061	0	0	0.415	0.427
ELTD1	GPR116	4443607	4436538	9606.ENSP00000359778	9606.ENSP00000283296	0	0	0	0.613	0.233	0	0	0.666	0.427
ETFDH	SLC22A5	4449371	4433929	9606.ENSP00000426638	9606.ENSP00000245407	0	0	0	0	0.044	0	0	0.426	0.427
ENTPD5	CTHRC1	4440652	4440193	9606.ENSP00000335246	9606.ENSP00000330523	0	0	0	0	0	0	0	0.427	0.427
NR1H4	SLCO4A1	4450225	4433000	9606.ENSP00000447149	9606.ENSP00000217159	0	0	0	0	0	0	0	0.427	0.427
IL1RN	TIMP1	4434682	4433052	9606.ENSP00000259206	9606.ENSP00000218388	0	0	0	0	0.086	0	0	0.399	0.427
THY1	CDH11	4436571	4435829	9606.ENSP00000284240	9606.ENSP00000268603	0	0	0	0	0.232	0	0	0.284	0.427
CD40	CX3CL1	4443911	4432567	9606.ENSP00000361359	9606.ENSP00000006053	0	0	0	0	0	0	0	0.427	0.427
PLAU	KDR	4444017	4435337	9606.ENSP00000361850	9606.ENSP00000263923	0	0	0	0	0.061	0	0	0.415	0.427
NLN	XRCC6BP1	4445479	4437642	9606.ENSP00000370372	9606.ENSP00000300145	0	0	0	0	0.063	0	0	0.414	0.427
CXCL9	ISG20	4442567	4438236	9606.ENSP00000354901	9606.ENSP00000306565	0	0	0	0	0.087	0	0	0.398	0.427
IL15RA	CXCL11	4446659	4438264	9606.ENSP00000380421	9606.ENSP00000306884	0	0	0	0	0.120	0	0	0.376	0.427
SCN9A	IL1B	4447360	4435241	9606.ENSP00000386306	9606.ENSP00000263341	0	0	0	0	0	0	0	0.427	0.427
MSN	CD300A	4442353	4442338	9606.ENSP00000353408	9606.ENSP00000353259	0	0	0	0	0.065	0	0	0.413	0.427
SLC6A14	PDZD3	4450971	4441755	9606.ENSP00000470801	9606.ENSP00000347742	0	0	0	0	0.061	0.064	0	0.400	0.427
ICAM2	CD86	4448780	4440320	9606.ENSP00000415283	9606.ENSP00000332049	0	0	0	0	0.084	0	0	0.400	0.427
KIAA1462	LRP8	4444550	4437982	9606.ENSP00000364526	9606.ENSP00000303634	0	0	0	0	0	0	0	0.427	0.427
COL15A1	MXRA5	4444486	4433031	9606.ENSP00000364140	9606.ENSP00000217939	0	0	0	0	0.212	0.073	0	0.279	0.427
KIRREL	COL12A1	4442216	4439744	9606.ENSP00000352138	9606.ENSP00000325146	0	0	0	0	0.354	0	0	0.147	0.426
IL7R	CXCL10	4438199	4438146	9606.ENSP00000306157	9606.ENSP00000305651	0	0	0	0	0.086	0	0	0.398	0.426
CCL4	HGF	4451651	4433227	9606.ENSP00000482259	9606.ENSP00000222390	0	0	0	0	0.084	0	0	0.399	0.426
BGN	CTSK	4439914	4435989	9606.ENSP00000327336	9606.ENSP00000271651	0	0	0	0	0.098	0	0	0.390	0.426
CD83	GZMB	4445165	4432950	9606.ENSP00000368450	9606.ENSP00000216341	0	0	0	0	0	0	0	0.427	0.426
SP140	AIM2	4445981	4443042	9606.ENSP00000375899	9606.ENSP00000357112	0	0	0	0	0.230	0.057	0	0.273	0.426
MMP9	TFPI	4443919	4433582	9606.ENSP00000361405	9606.ENSP00000233156	0	0	0	0	0.060	0.294	0	0.205	0.426
MUC1	ST3GAL5	4451890	4444874	9606.ENSP00000484824	9606.ENSP00000366549	0	0	0	0	0	0	0	0.426	0.426
PLAU	VWF	4444017	4434871	9606.ENSP00000361850	9606.ENSP00000261405	0	0	0	0	0	0	0	0.427	0.426
REG3A	FRMD1	4446197	4436540	9606.ENSP00000377456	9606.ENSP00000283309	0	0	0	0	0	0	0	0.427	0.426
THBD	SELL	4444829	4433660	9606.ENSP00000366307	9606.ENSP00000236147	0	0	0	0	0.061	0	0	0.414	0.426
COL15A1	PCOLCE	4444486	4433264	9606.ENSP00000364140	9606.ENSP00000223061	0	0	0	0	0.146	0	0	0.355	0.426
FAM162A	CEP170	4449011	4442688	9606.ENSP00000419088	9606.ENSP00000355500	0	0	0	0	0	0	0	0.426	0.426
MMP9	HOXA2	4443919	4433247	9606.ENSP00000361405	9606.ENSP00000222718	0	0	0	0	0	0	0	0.426	0.426
XRCC6BP1	HS3ST3A1	4437642	4436565	9606.ENSP00000300145	9606.ENSP00000284110	0	0	0	0	0	0	0	0.427	0.426
THBS2	CTHRC1	4442741	4440193	9606.ENSP00000355751	9606.ENSP00000330523	0	0	0	0	0.165	0	0	0.341	0.426
BCL2L10	CD38	4434781	4433362	9606.ENSP00000260442	9606.ENSP00000226279	0	0	0	0	0	0	0	0.426	0.426
PECAM1	PPARG	4450567	4436745	9606.ENSP00000457421	9606.ENSP00000287820	0	0	0	0	0	0	0	0.426	0.426
MMP3	KDR	4437610	4435337	9606.ENSP00000299855	9606.ENSP00000263923	0	0	0	0	0	0	0	0.426	0.426
LILRB3	PILRA	4433941	4432764	9606.ENSP00000245620	9606.ENSP00000198536	0	0	0	0	0.221	0	0	0.294	0.426
S100A8	NOS2	4443164	4439909	9606.ENSP00000357722	9606.ENSP00000327251	0	0	0	0	0	0.336	0	0.172	0.426
FBN1	TIMP3	4439770	4435687	9606.ENSP00000325527	9606.ENSP00000266085	0	0	0	0	0.185	0	0	0.324	0.426
TSC22D3	CX3CL1	4443926	4432567	9606.ENSP00000361458	9606.ENSP00000006053	0	0	0	0	0	0	0	0.426	0.426
TNFAIP2	PEX11A	4450400	4437624	9606.ENSP00000452634	9606.ENSP00000300056	0	0	0	0	0	0	0	0.426	0.426
EOMES	ETS1	4447558	4446058	9606.ENSP00000388620	9606.ENSP00000376436	0	0	0	0	0.062	0.050	0	0.408	0.426
PXMP2	SLC16A14	4439427	4437129	9606.ENSP00000321271	9606.ENSP00000295190	0	0	0	0	0.061	0	0	0.414	0.426
ST3GAL5	SELL	4444874	4433660	9606.ENSP00000366549	9606.ENSP00000236147	0	0	0	0	0	0	0	0.426	0.426
KDR	KLF2	4435337	4434041	9606.ENSP00000263923	9606.ENSP00000248071	0	0	0	0	0.064	0.061	0	0.399	0.426
CASP1	CAPN13	4449658	4437110	9606.ENSP00000433138	9606.ENSP00000295055	0	0	0	0	0	0.085	0	0.399	0.426
SELL	CCL22	4433660	4433070	9606.ENSP00000236147	9606.ENSP00000219235	0	0	0	0	0.062	0	0	0.414	0.426
AIM2	CLEC7A	4443042	4437867	9606.ENSP00000357112	9606.ENSP00000302569	0	0	0	0	0.066	0	0	0.411	0.426
VWF	ADAMTS2	4434871	4434181	9606.ENSP00000261405	9606.ENSP00000251582	0	0	0	0	0.061	0	0	0.413	0.425
THEMIS2	PLEK	4444288	4433624	9606.ENSP00000363031	9606.ENSP00000234313	0	0	0	0	0.417	0	0	0.054	0.425
PCDH17	TMCC3	4444967	4434839	9606.ENSP00000367151	9606.ENSP00000261226	0	0	0	0	0	0	0	0.425	0.425
TNFSF13B	CXCL11	4444645	4438264	9606.ENSP00000365048	9606.ENSP00000306884	0	0	0	0	0.137	0	0	0.361	0.425
CLEC7A	STAT3	4437867	4435468	9606.ENSP00000302569	9606.ENSP00000264657	0	0	0	0	0	0	0	0.425	0.425
NCF2	BCL2A1	4442905	4435793	9606.ENSP00000356505	9606.ENSP00000267953	0	0	0	0	0.394	0	0	0.090	0.425
DOK3	INSR	4441966	4437994	9606.ENSP00000349727	9606.ENSP00000303830	0	0	0	0	0	0.265	0	0.250	0.425
CHAD	VCAN	4449264	4435552	9606.ENSP00000423812	9606.ENSP00000265077	0	0	0	0	0	0.085	0	0.398	0.425
ITGA5	TIMP1	4437011	4433052	9606.ENSP00000293379	9606.ENSP00000218388	0	0	0	0	0.176	0	0	0.330	0.425
NCF2	AGT	4442905	4442719	9606.ENSP00000356505	9606.ENSP00000355627	0	0	0	0	0	0	0	0.425	0.425
ABAT	ACADS	4446571	4433826	9606.ENSP00000379845	9606.ENSP00000242592	0	0	0	0	0	0	0	0.425	0.425
COL6A3	FAM189A1	4437161	4434848	9606.ENSP00000295550	9606.ENSP00000261275	0	0	0	0	0	0	0	0.425	0.425
FGFR2	PLCE1	4448546	4443733	9606.ENSP00000410294	9606.ENSP00000360431	0	0	0	0	0.095	0.262	0	0.209	0.425
COL3A1	VCAM1	4438049	4437090	9606.ENSP00000304408	9606.ENSP00000294728	0	0	0	0	0.222	0	0	0.292	0.425
ICAM1	PI3	4435501	4433871	9606.ENSP00000264832	9606.ENSP00000243924	0	0	0	0	0.070	0	0	0.408	0.425
CD44	GJA1	4448037	4436500	9606.ENSP00000398632	9606.ENSP00000282561	0	0	0	0	0.062	0	0	0.413	0.425
CXCL2	ZC3H12A	4449392	4444104	9606.ENSP00000427279	9606.ENSP00000362179	0	0	0	0	0.231	0	0	0.283	0.425
CXCR2	KDR	4439296	4435337	9606.ENSP00000319635	9606.ENSP00000263923	0	0	0	0	0	0.050	0	0.420	0.425
DOCK8	DPP10	4447871	4446113	9606.ENSP00000394888	9606.ENSP00000376855	0	0	0	0	0	0	0	0.425	0.425
CLDN2	FYN	4449983	4441647	9606.ENSP00000441283	9606.ENSP00000346671	0	0	0	0	0.061	0	0	0.413	0.425
IL7R	CCL22	4438199	4433070	9606.ENSP00000306157	9606.ENSP00000219235	0	0	0	0	0.062	0	0	0.413	0.425
CD80	BCL2L10	4435403	4434781	9606.ENSP00000264246	9606.ENSP00000260442	0	0	0	0	0.062	0	0	0.413	0.425
CDH11	SULF1	4435829	4434750	9606.ENSP00000268603	9606.ENSP00000260128	0	0	0	0	0.364	0	0	0.134	0.425
SASH3	SAMSN1	4441918	4436640	9606.ENSP00000349359	9606.ENSP00000285670	0	0	0	0.859	0.379	0	0	0.535	0.425
BGN	IGFBP7	4439914	4437173	9606.ENSP00000327336	9606.ENSP00000295666	0	0	0	0	0.230	0.157	0	0.184	0.424
CDK20	CDC25B	4439519	4433958	9606.ENSP00000322343	9606.ENSP00000245960	0	0	0	0	0.063	0.290	0	0.205	0.424
CASP1	VCAM1	4449658	4437090	9606.ENSP00000433138	9606.ENSP00000294728	0	0	0	0	0.082	0	0	0.398	0.424
COX5A	VWF	4439151	4434871	9606.ENSP00000317780	9606.ENSP00000261405	0	0	0	0	0	0	0	0.424	0.424
GCNT2	COL4A1	4445238	4444632	9606.ENSP00000368917	9606.ENSP00000364979	0	0	0	0	0.055	0	0	0.416	0.424
DOCK8	SASH3	4447871	4441918	9606.ENSP00000394888	9606.ENSP00000349359	0	0	0	0	0.341	0	0	0.162	0.424
GPR29	IL21R	4441381	4440838	9606.ENSP00000343952	9606.ENSP00000338010	0	0	0	0	0.064	0	0	0.410	0.424
STAT1	FGF2	4442456	4435443	9606.ENSP00000354394	9606.ENSP00000264498	0	0	0	0	0	0	0	0.424	0.424
IGLL5	MME	4449581	4448967	9606.ENSP00000431254	9606.ENSP00000418525	0	0	0	0	0	0	0	0.424	0.424
PLA2G2A	VCAN	4447011	4435552	9606.ENSP00000383364	9606.ENSP00000265077	0	0	0	0	0	0.379	0	0.111	0.424
SULT1A2	UGT1A6	4446430	4437939	9606.ENSP00000378992	9606.ENSP00000303174	0	0.001	0	0	0.063	0	0	0.410	0.424
CDH11	PRRX1	4435829	4433747	9606.ENSP00000268603	9606.ENSP00000239461	0	0	0	0	0.337	0	0	0.168	0.424
SLC35G1	LHFP	4448150	4445237	9606.ENSP00000400932	9606.ENSP00000368908	0	0	0	0	0	0	0	0.424	0.424
RAC2	PI3	4434085	4433871	9606.ENSP00000249071	9606.ENSP00000243924	0	0	0	0	0.067	0	0	0.408	0.424
SERPINA1	PIM2	4448813	4444740	9606.ENSP00000416066	9606.ENSP00000365692	0	0	0	0	0	0	0	0.425	0.424
FGFR3	SOCS3	4440994	4440175	9606.ENSP00000339824	9606.ENSP00000330341	0	0	0	0	0	0.391	0	0.093	0.424
CXCL2	MMP1	4449392	4439553	9606.ENSP00000427279	9606.ENSP00000322788	0	0	0	0	0.097	0	0	0.388	0.424
PARP9	SP110	4442366	4434619	9606.ENSP00000353512	9606.ENSP00000258381	0	0	0	0	0.381	0	0	0.108	0.424
ABCB1	SLC28A3	4451279	4444697	9606.ENSP00000478255	9606.ENSP00000365413	0	0	0	0	0	0	0	0.424	0.424
SPARC	PCOLCE	4433520	4433264	9606.ENSP00000231061	9606.ENSP00000223061	0	0	0	0	0.214	0	0	0.297	0.424
ICAM2	CD40	4448780	4443911	9606.ENSP00000415283	9606.ENSP00000361359	0	0	0	0	0.084	0	0	0.397	0.424
DPYSL3	GOLT1A	4441360	4438420	9606.ENSP00000343690	9606.ENSP00000308535	0.081	0	0	0	0.317	0	0	0.157	0.424
CCL11	SELP	4437839	4435297	9606.ENSP00000302234	9606.ENSP00000263686	0	0	0	0	0.085	0	0	0.397	0.424
PF4	TFPI	4437224	4433582	9606.ENSP00000296029	9606.ENSP00000233156	0	0	0	0	0	0	0	0.424	0.424
TNFSF13B	ITGAL	4444645	4441903	9606.ENSP00000365048	9606.ENSP00000349252	0	0	0	0	0.115	0	0	0.376	0.424
TNIP3	IRAK3	4449369	4434840	9606.ENSP00000426613	9606.ENSP00000261233	0	0	0	0	0	0.059	0	0.413	0.424
ITGAX	CLEC4E	4450468	4437590	9606.ENSP00000454623	9606.ENSP00000299663	0	0	0	0	0.164	0	0	0.339	0.424
SCN9A	CACNA2D1	4447360	4441912	9606.ENSP00000386306	9606.ENSP00000349320	0	0	0	0	0.063	0.261	0	0.235	0.424
COL1A2	TWIST1	4437383	4433815	9606.ENSP00000297268	9606.ENSP00000242261	0	0	0	0	0.153	0	0	0.347	0.424
LOXL1	ADAMTS2	4434982	4434181	9606.ENSP00000261921	9606.ENSP00000251582	0	0	0	0	0.265	0	0	0.249	0.424
TDO2	SERPINA1	4450131	4448813	9606.ENSP00000444788	9606.ENSP00000416066	0	0	0	0	0.146	0	0	0.353	0.424
BCAT1	BGN	4450085	4439914	9606.ENSP00000443459	9606.ENSP00000327336	0	0	0	0	0.059	0	0	0.412	0.423
PTGES	CCL2	4441253	4433339	9606.ENSP00000342385	9606.ENSP00000225831	0	0	0	0	0.046	0	0	0.420	0.423
CST7	CYTIP	4449115	4435392	9606.ENSP00000420384	9606.ENSP00000264192	0	0	0	0	0.423	0	0	0	0.423
TCF4	PRRX1	4446804	4433747	9606.ENSP00000381382	9606.ENSP00000239461	0	0	0	0	0.097	0.261	0	0.205	0.423
PTPRC	NOD2	4448605	4437679	9606.ENSP00000411355	9606.ENSP00000300589	0	0	0	0	0.221	0	0	0.290	0.423
HLA-DQB1	EMR1	4444478	4438706	9606.ENSP00000364080	9606.ENSP00000311545	0	0	0	0	0.077	0	0	0.401	0.423
GJD3	GJB3	4450717	4444170	9606.ENSP00000463752	9606.ENSP00000362464	0	0	0	0.804	0	0	0.360	0.530	0.423
CEP19	EHD3	4447482	4439898	9606.ENSP00000387209	9606.ENSP00000327116	0	0	0	0	0	0	0	0.423	0.423
EFNA1	FGF2	4443096	4435443	9606.ENSP00000357392	9606.ENSP00000264498	0	0	0	0	0	0	0	0.423	0.423
VNN1	G0S2	4442984	4442792	9606.ENSP00000356905	9606.ENSP00000355996	0	0	0	0	0.107	0	0	0.381	0.423
CCL20	PI3	4442174	4433871	9606.ENSP00000351671	9606.ENSP00000243924	0	0	0	0	0.140	0	0	0.356	0.423
PLA2G2A	REG3A	4447011	4446197	9606.ENSP00000383364	9606.ENSP00000377456	0	0	0	0	0.142	0	0	0.355	0.423
PSAT1	SLC7A11	4444751	4436386	9606.ENSP00000365773	9606.ENSP00000280612	0	0	0	0	0.129	0	0	0.365	0.423
DUOX2	CCL2	4451121	4433339	9606.ENSP00000475084	9606.ENSP00000225831	0	0	0	0	0.061	0	0	0.411	0.423
CXCL1	CLEC4E	4446449	4437590	9606.ENSP00000379110	9606.ENSP00000299663	0	0	0	0	0.129	0	0	0.365	0.423
TIMP3	PDGFRB	4435687	4434952	9606.ENSP00000266085	9606.ENSP00000261799	0	0	0	0	0.226	0	0	0.285	0.423
ZEB1	ANXA5	4442472	4437297	9606.ENSP00000354487	9606.ENSP00000296511	0	0	0	0	0	0	0	0.423	0.423
PF4	CCL22	4437224	4433070	9606.ENSP00000296029	9606.ENSP00000219235	0	0	0	0	0	0	0	0.423	0.423
CCL20	MMP1	4442174	4439553	9606.ENSP00000351671	9606.ENSP00000322788	0	0	0	0	0.152	0	0	0.348	0.423
TMTC1	OLFM1	4450018	4443814	9606.ENSP00000442046	9606.ENSP00000360858	0	0	0	0	0.069	0	0	0.406	0.423
ICAM2	CD34	4448780	4438554	9606.ENSP00000415283	9606.ENSP00000310036	0	0	0	0	0.083	0	0	0.397	0.423
SUGCT	STS	4440871	4433033	9606.ENSP00000338475	9606.ENSP00000217961	0	0	0	0	0	0	0	0.423	0.423
CD5	CD53	4441273	4435973	9606.ENSP00000342681	9606.ENSP00000271324	0	0	0	0	0.265	0	0	0.248	0.423
LCP1	CD86	4446831	4440320	9606.ENSP00000381581	9606.ENSP00000332049	0	0	0	0	0.351	0	0	0.146	0.423
THBS1	ERLEC1	4434771	4432743	9606.ENSP00000260356	9606.ENSP00000185150	0	0	0	0	0	0	0	0.423	0.423
AREG	ADAMTS1	4446446	4436609	9606.ENSP00000379097	9606.ENSP00000284984	0	0	0	0	0	0	0	0.423	0.423
EMR1	CD34	4438706	4438554	9606.ENSP00000311545	9606.ENSP00000310036	0	0	0	0	0	0	0	0.423	0.423
NBPF1	TBC1D1	4451103	4434878	9606.ENSP00000474456	9606.ENSP00000261439	0	0	0	0	0	0	0	0.423	0.423
ARHGAP30	CD53	4443012	4435973	9606.ENSP00000356992	9606.ENSP00000271324	0	0	0	0	0.423	0	0	0	0.423
COL6A3	VIL1	4437161	4434057	9606.ENSP00000295550	9606.ENSP00000248444	0	0	0	0	0.061	0	0	0.411	0.423
